0.000260 -0.000064
0.001151 -0.000418
0.003223 -0.001243
0.006156 -0.002411
0.010062 -0.003969
0.015395 -0.006103
0.021080 -0.008393
0.028122 -0.011258
0.035848 -0.014453
0.043350 -0.017621
0.052011 -0.021379
0.060993 -0.025409
0.069359 -0.029297
0.078708 -0.033810
0.087290 -0.038115
0.095912 -0.042598
0.105414 -0.047715
0.114048 -0.052514
0.122669 -0.057431
0.131272 -0.062443
0.140714 -0.068046
0.149277 -0.073203
0.157821 -0.078410
0.167195 -0.084189
0.175691 -0.089489
0.184157 -0.094839
0.192592 -0.100255
0.201839 -0.106310
0.210206 -0.111916
0.218526 -0.117632
0.226783 -0.123464
0.234956 -0.129413
0.243016 -0.135471
0.250942 -0.141627
0.259509 -0.148516
0.267179 -0.154888
0.274759 -0.161365
0.282273 -0.167947
0.289742 -0.174631
0.297173 -0.181399
0.305303 -0.188916
0.312645 -0.195785
0.319929 -0.202661
0.327156 -0.209538
0.334335 -0.216430
0.341480 -0.223362
0.349314 -0.231075
0.356417 -0.238197
0.363491 -0.245446
0.370516 -0.252829
0.377467 -0.260353
0.384315 -0.268012
0.391026 -0.275788
0.397571 -0.283661
0.403924 -0.291608
0.410064 -0.299598
0.416574 -0.308430
0.422320 -0.316548
0.427953 -0.324793
0.433508 -0.333183
0.439014 -0.341717
0.444487 -0.350380
0.449940 -0.359148
0.455377 -0.367984
0.460795 -0.376850
0.466178 -0.385695
0.471504 -0.394470
0.476762 -0.403151
0.482467 -0.412595
0.487605 -0.421124
0.492748 -0.429705
0.497923 -0.438435
0.503117 -0.447360
0.508248 -0.456446
0.513229 -0.465664
0.517981 -0.475003
0.522437 -0.484456
0.526551 -0.494018
0.530295 -0.503655
0.533655 -0.513311
0.536638 -0.522970
0.539508 -0.533628
0.541794 -0.543443
0.543829 -0.553348
0.545705 -0.563299
0.547530 -0.573262
0.549414 -0.583207
0.551449 -0.593112
0.553701 -0.602957
0.556186 -0.612694
0.558885 -0.622258
0.561801 -0.631693
0.564947 -0.641128
0.568237 -0.650573
0.571857 -0.661003
0.574969 -0.670566
0.577732 -0.680242
0.579991 -0.690050
0.581622 -0.699978
0.582555 -0.709980
0.582775 -0.719933
0.582301 -0.729822
0.581175 -0.739716
0.579516 -0.749578
0.577514 -0.759403
0.575389 -0.769217
0.573370 -0.779059
0.571664 -0.788962
0.570439 -0.798933
0.569795 -0.808953
0.569758 -0.818924
0.570312 -0.828838
0.571387 -0.838753
0.572963 -0.849643
0.574483 -0.859549
0.575790 -0.869493
0.576599 -0.879494
0.576652 -0.889525
0.575753 -0.899514
0.573802 -0.909346
0.570818 -0.918842
0.566852 -0.927943
0.562013 -0.936660
0.556528 -0.945018
0.550669 -0.953140
0.544714 -0.961205
0.538379 -0.970235
0.533092 -0.978756
0.528482 -0.987659
0.524701 -0.996940
0.521826 -1.006477
0.519831 -1.016237
0.518579 -1.026146
0.517803 -1.036121
0.517148 -1.046114
0.516229 -1.056091
0.514675 -1.065989
0.512172 -1.075688
0.508070 -1.085908
0.503033 -1.094557
0.496856 -1.102363
0.489656 -1.109246
0.481658 -1.115221
0.473134 -1.120450
0.464334 -1.125222
0.455471 -1.129887
0.446740 -1.134796
0.438342 -1.140251
0.430489 -1.146463
0.423387 -1.153516
0.417208 -1.161330
0.411530 -1.170676
0.407269 -1.179696
0.403604 -1.188995
0.400159 -1.198392
0.396515 -1.207720
0.392277 -1.216795
0.387127 -1.225383
0.380871 -1.233197
0.373475 -1.239937
0.365105 -1.245344
0.356000 -1.249290
0.346369 -1.251829
0.336472 -1.253176
0.325479 -1.253724
0.315463 -1.253848
0.305445 -1.254072
0.295451 -1.254809
0.285562 -1.256409
0.275923 -1.259127
0.266733 -1.263065
0.258188 -1.268154
0.250313 -1.274270
0.243048 -1.281130
0.236167 -1.288396
0.229345 -1.295726
0.221503 -1.303463
0.213769 -1.309823
0.205302 -1.315160
0.196123 -1.319116
0.186397 -1.321419
0.176455 -1.321945
0.166573 -1.320723
0.156978 -1.317973
0.147772 -1.314073
0.138888 -1.309464
0.130149 -1.304574
0.121342 -1.299803
0.112288 -1.295525
0.101925 -1.291803
0.092156 -1.289632
0.082216 -1.288795
0.072299 -1.289305
0.062484 -1.291022
0.052840 -1.293623
0.043309 -1.296663
0.033757 -1.299664
0.023075 -1.302357
0.012171 -1.303836
0.002257 -1.303699
-0.008389 -1.301617
-0.018432 -1.297389
-0.026605 -1.291832
